stationid,date,node_id,reach_id,time,lat,lon,wse,wse_u,width,width_u,node_q_b,node_q,ice_clim_f,dark_frac,p_width,p_n_ch_max,p_n_ch_mod,xovr_cal_q,xtrk_dist,wse_r_u,p_length,file_name,index_right,COMID
tonghe,2024-02-06,42243100090661,42243100091,760498166.292,45.96498994,128.7496284,99.93776,0.51911,1053.010317,12.436573,2053,1,2,0.99789516619,829.5,2,2,0,-57003.47656,0.51125,204.64574375,SWOT_L2_HR_RiverSP_Node_010_338_AS_20240206T012622_20240206T013328_PGD0_01.zip,19,42045560
tonghe,2024-02-08,42243100090651,42243100091,760718951.852,45.96721633,128.7508997,100.12636,0.0979,994.136624,18.803591,12,1,2,0.46258748595,799.0,2,2,0,41220.92969,0.03852,201.96998018,SWOT_L2_HR_RiverSP_Node_010_409_AS_20240208T144642_20240208T145221_PGD0_01.zip,19,42045560
tonghe,2024-02-08,42243100090661,42243100091,760718951.828,45.96572926,128.7485229,100.24145,0.09678,971.387288,20.585167,8,1,2,0.39314017812,829.5,2,2,0,41074.91406,0.03558,204.64574375,SWOT_L2_HR_RiverSP_Node_010_409_AS_20240208T144642_20240208T145221_PGD0_01.zip,19,42045560
tonghe,2024-03-28,42243100090641,42243100091,764961707.228,45.96232124,128.7561688,101.69176,0.11164,920.576112,2.89507,786433,2,1,0.9575194146,849.0,2,2,0,34641.44141,0.06605,190.50755211,SWOT_L2_HR_RiverSP_Node_013_032_AS_20240328T171857_20240328T172548_PGD0_01.zip,19,42045560
tonghe,2024-03-28,42243100090651,42243100091,764961707.226,45.96313192,128.7532148,101.75032,0.09501,1038.433252,4.683798,786433,2,1,0.84727646031,799.0,2,2,0,34833.62109,0.03046,201.96998018,SWOT_L2_HR_RiverSP_Node_013_032_AS_20240328T171857_20240328T172548_PGD0_01.zip,19,42045560
tonghe,2024-03-28,42243100090661,42243100091,764961707.233,45.96252721,128.7516427,101.63163,0.09659,1067.051123,4.124025,9175041,3,1,0.87117120727,829.5,2,2,0,35047.59375,0.03505,204.64574375,SWOT_L2_HR_RiverSP_Node_013_032_AS_20240328T171857_20240328T172548_PGD0_01.zip,19,42045560
tonghe,2024-03-31,42243100090641,42243100091,765182493.146,45.96171986,128.75676,101.77398,0.12837,1018.794277,4.521215,7,1,1,0.92615555831,849.0,2,2,0,-50348.87109,0.09153,190.50755211,SWOT_L2_HR_RiverSP_Node_013_103_AS_20240331T063834_20240331T064446_PGD0_01.zip,19,42045560
tonghe,2024-03-31,42243100090651,42243100091,765182493.134,45.9643255,128.7519172,102.07589,0.1692,1064.62222,4.235693,7,1,1,0.94008223084,799.0,2,2,0,-50543.76562,0.14328,201.96998018,SWOT_L2_HR_RiverSP_Node_013_103_AS_20240331T063834_20240331T064446_PGD0_01.zip,19,42045560
tonghe,2024-03-31,42243100090661,42243100091,765182493.108,45.96145678,128.75151,101.88416,0.12587,1043.044228,5.027825,7,1,1,0.88176385121,829.5,2,2,0,-50691.57031,0.088,204.64574375,SWOT_L2_HR_RiverSP_Node_013_103_AS_20240331T063834_20240331T064446_PGD0_01.zip,19,42045560
tonghe,2024-03-31,42243100090671,42243100091,765182493.085,45.96097029,128.7502282,101.95223,0.09906,1066.150516,7.311089,6,1,1,0.68391978988,1042.0,2,2,0,-50892.6875,0.04138,218.21046458,SWOT_L2_HR_RiverSP_Node_013_103_AS_20240331T063834_20240331T064446_PGD0_01.zip,19,42045560
tonghe,2024-04-11,42243100090651,42243100091,766127065.341,45.96538274,128.7521945,101.27074,0.09125,1125.588097,10.767615,8,1,1,0.00409448228,799.0,2,2,0,41923.53516,0.01503,201.96998018,SWOT_L2_HR_RiverSP_Node_013_409_AS_20240411T050153_20240411T050734_PGD0_01.zip,19,42045560
tonghe,2024-04-11,42243100090661,42243100091,766127065.318,45.96443311,128.7497347,101.25433,0.09124,1098.160349,10.416802,8,1,1,0.00415779095,829.5,2,2,0,41770.38281,0.015,204.64574375,SWOT_L2_HR_RiverSP_Node_013_409_AS_20240411T050153_20240411T050734_PGD0_01.zip,19,42045560
tonghe,2024-04-18,42243100090651,42243100091,766764413.089,45.96565984,128.7520504,100.67925,0.09196,1114.450892,11.403005,15,1,0,0.05100657411,799.0,2,2,0,34875.08594,0.0189,201.96998018,SWOT_L2_HR_RiverSP_Node_014_032_AS_20240418T140403_20240418T141054_PGD0_01.zip,19,42045560
tonghe,2024-04-18,42243100090661,42243100091,766764413.099,45.96453317,128.7496106,100.74905,0.09202,1088.294671,11.340941,15,1,0,0.02814136186,829.5,2,2,0,35085.76172,0.01916,204.64574375,SWOT_L2_HR_RiverSP_Node_014_032_AS_20240418T140403_20240418T141054_PGD0_01.zip,19,42045560
tonghe,2024-04-29,42243100090651,42243100091,767708983.637,45.96682474,128.7512258,100.36187,0.09402,1073.565364,7.143801,12,1,0,0.40404127695,799.0,2,2,0,-56911.46875,0.0272,201.96998018,SWOT_L2_HR_RiverSP_Node_014_338_AS_20240429T122659_20240429T123351_PGD0_01.zip,19,42045560
tonghe,2024-04-29,42243100090661,42243100091,767708983.645,45.96552204,128.7487366,100.32492,0.09433,1073.681709,6.024972,5,1,0,0.44769513395,829.5,2,2,0,-56697.10938,0.02825,204.64574375,SWOT_L2_HR_RiverSP_Node_014_338_AS_20240429T122659_20240429T123351_PGD0_01.zip,19,42045560
tonghe,2024-05-02,42243100090651,42243100091,767929769.122,45.96630274,128.751599,100.48089,0.09276,1120.291165,10.167778,8,1,0,0.23243715191,799.0,2,2,0,41253.42188,0.02245,201.96998018,SWOT_L2_HR_RiverSP_Node_014_409_AS_20240502T014659_20240502T015238_PGD0_01.zip,19,42045560
tonghe,2024-05-02,42243100090661,42243100091,767929769.1,45.96498901,128.749231,100.57309,0.09245,1066.044767,10.242057,0,0,0,0.13904324564,829.5,2,2,0,41088.73828,0.02116,204.64574375,SWOT_L2_HR_RiverSP_Node_014_409_AS_20240502T014659_20240502T015238_PGD0_01.zip,19,42045560
tonghe,2024-05-09,42243100090651,42243100091,768567116.636,45.96578518,128.7524186,99.77302,0.09909,1063.618383,5.672202,786433,2,0,0.73250253169,799.0,2,2,0,35326.92969,0.04146,201.96998018,SWOT_L2_HR_RiverSP_Node_015_032_AS_20240509T104856_20240509T105548_PGD0_01.zip,19,42045560
tonghe,2024-05-09,42243100090661,42243100091,768567116.649,45.96461857,128.7494232,99.78722,0.10351,1083.680393,4.635259,786433,2,0,0.82069080653,829.5,2,2,0,35516.28125,0.05113,204.64574375,SWOT_L2_HR_RiverSP_Node_015_032_AS_20240509T104856_20240509T105548_PGD0_01.zip,19,42045560
tonghe,2024-05-09,42243100090671,42243100091,768567116.652,45.96292528,128.7486177,99.99599,0.15235,974.858002,3.593284,786433,2,0,0.87904037572,1042.0,2,2,0,35745.58594,0.12292,218.21046458,SWOT_L2_HR_RiverSP_Node_015_032_AS_20240509T104856_20240509T105548_PGD0_01.zip,19,42045560
tonghe,2024-05-12,42243100090651,42243100091,768787903.113,45.96647538,128.7515738,99.79921,0.09533,1063.901124,9.539421,14,1,0,0.28325295279,799.0,2,2,0,-50869.15234,0.03142,201.96998018,SWOT_L2_HR_RiverSP_Node_015_103_AS_20240512T000854_20240512T001456_PGD0_01.zip,19,42045560
tonghe,2024-05-12,42243100090661,42243100091,768787903.091,45.9654907,128.7487035,99.99582,0.09681,1083.400677,10.140246,14,1,0,0.31384596651,829.5,2,2,0,-51027.61719,0.03567,204.64574375,SWOT_L2_HR_RiverSP_Node_015_103_AS_20240512T000854_20240512T001456_PGD0_01.zip,19,42045560
tonghe,2024-05-20,42243100090651,42243100091,769511688.366,45.9652446,128.7525604,100.40401,0.10167,1029.515163,3.967927,7,1,0,0.79507574697,799.0,2,2,0,-57097.84766,0.04729,201.96998018,SWOT_L2_HR_RiverSP_Node_015_338_AS_20240520T091144_20240520T091850_PGD0_01.zip,19,42045560
tonghe,2024-05-20,42243100090661,42243100091,769511688.374,45.96452619,128.7495632,100.44857,0.10601,1062.818826,2.714451,7,1,0,0.88084917069,829.5,2,2,0,-56881.24219,0.05601,204.64574375,SWOT_L2_HR_RiverSP_Node_015_338_AS_20240520T091144_20240520T091850_PGD0_01.zip,19,42045560
tonghe,2024-05-22,42243100090651,42243100091,769732473.945,45.9668357,128.7511663,100.42035,0.09233,1088.599737,9.317984,12,1,0,0.33952553467,799.0,2,2,0,41083.65234,0.02063,201.96998018,SWOT_L2_HR_RiverSP_Node_015_409_AS_20240522T223204_20240522T223743_PGD0_01.zip,19,42045560
tonghe,2024-05-22,42243100090661,42243100091,769732473.924,45.96594596,128.7483204,100.45673,0.09276,1040.319665,8.474577,12,1,0,0.38402172711,829.5,2,2,0,40912.48828,0.02245,204.64574375,SWOT_L2_HR_RiverSP_Node_015_409_AS_20240522T223204_20240522T223743_PGD0_01.zip,19,42045560
tonghe,2025-05-10,42243100090651,42243100091,800157667.302,45.96701664,128.7510208,100.57216,0.09859,1083.634121,8.13628,5,1,0,0.4097716351,799.0,2,2,0,-56927.28906,0.04025,201.96998018,SWOT_L2_HR_RiverSP_Node_032_338_AS_20250510T015803_20250510T020509_PID0_01.zip,19,42045560
tonghe,2025-05-10,42243100090661,42243100091,800157667.309,45.96515961,128.7489657,100.58743,0.0963,1043.791036,8.590775,12,1,0,0.20371619605,829.5,2,2,0,-56713.95312,0.03426,204.64574375,SWOT_L2_HR_RiverSP_Node_032_338_AS_20250510T015803_20250510T020509_PID0_01.zip,19,42045560
tonghe,2025-05-12,42243100090641,42243100091,800378453.696,45.96323885,128.7558477,101.08588,0.1076,991.914723,4.406758,7,1,0,0.80602172462,849.0,2,2,0,41517.86328,0.05898,190.50755211,SWOT_L2_HR_RiverSP_Node_032_409_AS_20250512T151824_20250512T152403_PID0_01.zip,19,42045560
tonghe,2025-05-12,42243100090651,42243100091,800378453.681,45.96269212,128.7538896,101.00541,0.09613,1103.201597,6.702138,15,1,0,0.61788430302,799.0,2,2,0,41314.09375,0.03377,201.96998018,SWOT_L2_HR_RiverSP_Node_032_409_AS_20250512T151824_20250512T152403_PID0_01.zip,19,42045560
tonghe,2025-05-12,42243100090661,42243100091,800378453.657,45.96185487,128.752172,100.97916,0.09508,1117.398878,6.109517,7,1,0,0.66234685774,829.5,2,2,0,41148.68359,0.03067,204.64574375,SWOT_L2_HR_RiverSP_Node_032_409_AS_20250512T151824_20250512T152403_PID0_01.zip,19,42045560
tonghe,2025-05-12,42243100090671,42243100091,800378453.63,45.96090084,128.7504507,100.89528,0.09634,1064.536109,5.255432,7,1,0,0.71901020946,1042.0,2,2,0,40997.32422,0.03437,218.21046458,SWOT_L2_HR_RiverSP_Node_032_409_AS_20250512T151824_20250512T152403_PID0_01.zip,19,42045560
tonghe,2025-05-20,42243100090651,42243100091,801015802.023,45.96561493,128.7520017,101.38014,0.09204,1091.831348,10.375237,786441,2,0,0.01176269953,799.0,2,2,0,34899.24219,0.01926,201.96998018,SWOT_L2_HR_RiverSP_Node_033_032_AS_20250520T002022_20250520T002713_PID0_01.zip,19,42045560
tonghe,2025-05-20,42243100090661,42243100091,801015802.032,45.96444866,128.7496963,101.40718,0.092,1092.724543,10.634982,786433,2,0,0.0,829.5,2,2,0,35113.17188,0.01908,204.64574375,SWOT_L2_HR_RiverSP_Node_033_032_AS_20250520T002022_20250520T002713_PID0_01.zip,19,42045560
tonghe,2025-05-22,42243100090641,42243100091,801236588.187,45.96539072,128.7540364,101.97545,0.11695,1051.85785,3.699867,7,1,0,0.85392472475,849.0,2,2,0,-50553.44922,0.07469,190.50755211,SWOT_L2_HR_RiverSP_Node_033_103_AS_20250522T134019_20250522T134621_PID0_01.zip,19,42045560
tonghe,2025-05-22,42243100090651,42243100091,801236588.173,45.96352673,128.7533639,101.54644,0.13356,1002.663287,3.217342,7,1,0,0.86400847331,799.0,2,2,0,-50751.3125,0.09869,201.96998018,SWOT_L2_HR_RiverSP_Node_033_103_AS_20250522T134019_20250522T134621_PID0_01.zip,19,42045560
tonghe,2025-05-22,42243100090661,42243100091,801236588.148,45.96321492,128.7509611,101.69438,0.16867,1006.140075,2.255306,7,1,0,0.92853061798,829.5,2,2,0,-50839.35156,0.14266,204.64574375,SWOT_L2_HR_RiverSP_Node_033_103_AS_20250522T134019_20250522T134621_PID0_01.zip,19,42045560
tonghe,2025-05-30,42243100090651,42243100091,801960374.595,45.96642383,128.7514998,100.94381,0.09424,1049.632189,8.429328,13,1,0,0.21153882091,799.0,2,2,0,-57609.03125,0.02794,201.96998018,SWOT_L2_HR_RiverSP_Node_033_338_AS_20250530T224310_20250530T225016_PID0_01.zip,19,42045560
tonghe,2025-05-30,42243100090661,42243100091,801960374.606,45.96487092,128.7493441,101.01029,0.09397,1088.785633,7.827477,12,1,0,0.22419387664,829.5,2,2,0,-57398.57031,0.02702,204.64574375,SWOT_L2_HR_RiverSP_Node_033_338_AS_20250530T224310_20250530T225016_PID0_01.zip,19,42045560
tonghe,2025-06-02,42243100090651,42243100091,802181160.48,45.96352229,128.7533872,101.23738,0.09498,1089.688125,7.306476,13,1,0,0.59055282971,799.0,2,2,0,41446.71094,0.03036,201.96998018,SWOT_L2_HR_RiverSP_Node_033_409_AS_20250602T120330_20250602T120909_PID0_01.zip,19,42045560
tonghe,2025-06-02,42243100090661,42243100091,802181160.458,45.96273866,128.7513139,101.23494,0.09451,1087.77694,6.66137,13,1,0,0.60263545817,829.5,2,2,0,41283.89844,0.02886,204.64574375,SWOT_L2_HR_RiverSP_Node_033_409_AS_20250602T120330_20250602T120909_PID0_01.zip,19,42045560
tonghe,2025-06-09,42243100090651,42243100091,802818507.145,45.96581832,128.7519034,101.07216,0.09552,1155.800271,15.83114,10,1,0,0.11132367746,799.0,2,2,0,34795.35156,0.03201,201.96998018,SWOT_L2_HR_RiverSP_Node_034_032_AS_20250609T210527_20250609T211219_PID0_01.zip,19,42045560
tonghe,2025-06-09,42243100090661,42243100091,802818507.149,45.96434402,128.7497388,101.0588,0.09476,1160.757689,14.508933,10,1,0,0.00932428833,829.5,2,2,0,35012.15625,0.02966,204.64574375,SWOT_L2_HR_RiverSP_Node_034_032_AS_20250609T210527_20250609T211219_PID0_01.zip,19,42045560
tonghe,2025-06-12,42243100090651,42243100091,803039292.906,45.96666204,128.7515704,101.39156,0.09917,1051.850107,5.971695,7,1,0,0.68958102801,799.0,2,2,0,-51121.28125,0.04166,201.96998018,SWOT_L2_HR_RiverSP_Node_034_103_AS_20250612T102523_20250612T103126_PID0_01.zip,19,42045560
tonghe,2025-06-12,42243100090661,42243100091,803039292.889,45.96564948,128.7488593,101.4105,0.09769,1065.488685,5.259313,7,1,0,0.61533086804,829.5,2,2,0,-51305.99219,0.03798,204.64574375,SWOT_L2_HR_RiverSP_Node_034_103_AS_20250612T102523_20250612T103126_PID0_01.zip,19,42045560
tonghe,2025-06-20,42243100090651,42243100091,803763078.653,45.96902072,128.749963,101.00841,0.3351,1051.833197,1.092235,8912899,3,0,0.98498966845,799.0,2,2,2,-57338.17969,0.32278,201.96998018,SWOT_L2_HR_RiverSP_Node_034_338_AS_20250620T192815_20250620T193520_PID0_01.zip,19,42045560
tonghe,2025-06-20,42243100090661,42243100091,803763078.661,45.96726635,128.7460978,99.79105,0.18517,1050.908031,2.162047,8912899,3,0,0.93931957619,829.5,2,2,2,-57115.90625,0.16183,204.64574375,SWOT_L2_HR_RiverSP_Node_034_338_AS_20250620T192815_20250620T193520_PID0_01.zip,19,42045560
tonghe,2025-06-23,42243100090651,42243100091,803983865.017,45.96721899,128.7507846,102.14603,0.09243,1066.157281,7.846237,4,1,0,0.55072369671,799.0,2,2,0,41219.41406,0.02106,201.96998018,SWOT_L2_HR_RiverSP_Node_034_409_AS_20250623T084835_20250623T085414_PID0_01.zip,19,42045560
tonghe,2025-06-23,42243100090661,42243100091,803983864.994,45.9658821,128.7483756,102.1914,0.0914,1096.244933,8.776735,12,1,0,0.38589944693,829.5,2,2,0,41070.21094,0.01596,204.64574375,SWOT_L2_HR_RiverSP_Node_034_409_AS_20250623T084835_20250623T085414_PID0_01.zip,19,42045560
tonghe,2025-06-30,42243100090641,42243100091,804621212.85,45.96226756,128.756604,101.63795,0.09698,1111.89518,12.143332,262153,2,0,0.0,849.0,2,2,0,34555.14062,0.03612,190.50755211,SWOT_L2_HR_RiverSP_Node_035_032_AS_20250630T175033_20250630T175724_PID0_01.zip,19,42045560
tonghe,2025-06-30,42243100090651,42243100091,804621212.846,45.96190915,128.754497,101.62637,0.09651,1136.660509,11.668586,262153,2,0,0.0,799.0,2,2,0,34752.00781,0.03486,201.96998018,SWOT_L2_HR_RiverSP_Node_035_032_AS_20250630T175033_20250630T175724_PID0_01.zip,19,42045560
tonghe,2025-06-30,42243100090661,42243100091,804621212.852,45.96153923,128.7524095,101.59231,0.09602,1102.652033,12.012136,262153,2,0,0.0,829.5,2,2,0,34965.60938,0.03346,204.64574375,SWOT_L2_HR_RiverSP_Node_035_032_AS_20250630T175033_20250630T175724_PID0_01.zip,19,42045560
tonghe,2025-06-30,42243100090671,42243100091,804621212.861,45.96128864,128.7499372,101.69188,0.09631,1005.796158,10.751058,262153,2,0,0.0,1042.0,2,2,0,35192.82031,0.03427,218.21046458,SWOT_L2_HR_RiverSP_Node_035_032_AS_20250630T175033_20250630T175724_PID0_01.zip,19,42045560
tonghe,2025-07-03,42243100090651,42243100091,804841999.13,45.96545841,128.7521299,102.10027,0.0926,1115.254952,9.923521,10,1,0,0.0,799.0,2,2,0,-50647.78906,0.0218,201.96998018,SWOT_L2_HR_RiverSP_Node_035_103_AS_20250703T071030_20250703T071632_PID0_01.zip,19,42045560
tonghe,2025-07-03,42243100090661,42243100091,804841999.106,45.96445407,128.7496981,102.15299,0.09268,1101.24846,9.323149,2,1,0,0.00113719287,829.5,2,2,0,-50802.12891,0.02212,204.64574375,SWOT_L2_HR_RiverSP_Node_035_103_AS_20250703T071030_20250703T071632_PID0_01.zip,19,42045560
tonghe,2025-07-11,42243100090651,42243100091,805565785.355,45.96473216,128.7526303,102.30228,0.09844,1081.806981,8.698031,13,1,0,0.31769675781,799.0,2,2,0,-57564.79297,0.03987,201.96998018,SWOT_L2_HR_RiverSP_Node_035_338_AS_20250711T161321_20250711T162027_PID0_01.zip,19,42045560
tonghe,2025-07-11,42243100090661,42243100091,805565785.362,45.96419373,128.7500348,102.37682,0.09672,1067.045394,8.63287,13,1,0,0.19829226195,829.5,2,2,0,-57348.45312,0.03544,204.64574375,SWOT_L2_HR_RiverSP_Node_035_338_AS_20250711T161321_20250711T162027_PID0_01.zip,19,42045560
tonghe,2025-07-14,42243100090651,42243100091,805786571.485,45.96528039,128.752278,102.10508,0.09102,1115.254431,10.543963,8,1,0,0.0096622305,799.0,2,2,0,41792.54297,0.01357,201.96998018,SWOT_L2_HR_RiverSP_Node_035_409_AS_20250714T053341_20250714T053920_PID0_01.zip,19,42045560
tonghe,2025-07-14,42243100090661,42243100091,805786571.462,45.96438839,128.749758,102.12987,0.09106,1097.792064,10.237725,8,1,0,0.0069581423,829.5,2,2,0,41640.64062,0.01384,204.64574375,SWOT_L2_HR_RiverSP_Node_035_409_AS_20250714T053341_20250714T053920_PID0_01.zip,19,42045560
tonghe,2025-07-21,42243100090651,42243100091,806423918.371,45.96566457,128.7520072,101.27116,0.09123,1097.272016,11.655286,8,1,0,0.06359314688,799.0,2,2,0,34817.82031,0.01493,201.96998018,SWOT_L2_HR_RiverSP_Node_036_032_AS_20250721T143538_20250721T144230_PID0_01.zip,19,42045560
tonghe,2025-07-21,42243100090661,42243100091,806423918.378,45.96470139,128.7495114,101.31026,0.09108,1064.553908,10.456366,8,1,0,0.04574880701,829.5,2,2,0,35033.21875,0.01399,204.64574375,SWOT_L2_HR_RiverSP_Node_036_032_AS_20250721T143538_20250721T144230_PID0_01.zip,19,42045560
tonghe,2025-07-21,42243100090651,42243100091,806423918.371,45.96566457,128.7520072,101.27116,0.09123,1097.272016,11.655286,8,1,0,0.06359314688,799.0,2,2,0,34817.82031,0.01493,201.96998018,SWOT_L2_HR_RiverSP_Node_036_032_AS_20250721T143538_20250721T144230_PID0_02.zip,19,42045560
tonghe,2025-07-21,42243100090661,42243100091,806423918.378,45.96470139,128.7495114,101.31026,0.09108,1064.553908,10.456366,8,1,0,0.04574880701,829.5,2,2,0,35033.21875,0.01399,204.64574375,SWOT_L2_HR_RiverSP_Node_036_032_AS_20250721T143538_20250721T144230_PID0_02.zip,19,42045560
tonghe,2025-07-24,42243100090651,42243100091,806644704.38,45.96614662,128.7517396,100.88509,0.09331,1111.931654,8.721399,10,1,0,0.20490331517,799.0,2,2,0,-50621.84766,0.02462,201.96998018,SWOT_L2_HR_RiverSP_Node_036_103_AS_20250724T035535_20250724T040137_PID0_01.zip,19,42045560
tonghe,2025-07-24,42243100090661,42243100091,806644704.358,45.96477659,128.7494213,100.90823,0.09275,1091.256705,8.897712,6,1,0,0.10396251488,829.5,2,2,0,-50781.47656,0.02241,204.64574375,SWOT_L2_HR_RiverSP_Node_036_103_AS_20250724T035535_20250724T040137_PID0_01.zip,19,42045560
tonghe,2025-07-24,42243100090651,42243100091,806644704.38,45.96614662,128.7517396,100.88509,0.09331,1111.931654,8.721399,10,1,0,0.20490331517,799.0,2,2,0,-50621.84766,0.02462,201.96998018,SWOT_L2_HR_RiverSP_Node_036_103_AS_20250724T035535_20250724T040137_PID0_02.zip,19,42045560
tonghe,2025-07-24,42243100090661,42243100091,806644704.358,45.96477659,128.7494213,100.90823,0.09275,1091.256705,8.897712,6,1,0,0.10396251488,829.5,2,2,0,-50781.47656,0.02241,204.64574375,SWOT_L2_HR_RiverSP_Node_036_103_AS_20250724T035535_20250724T040137_PID0_02.zip,19,42045560
